,Country,Paper,Website,Top,Articles
48,Ecuador,Aljazeera,https://www.aljazeera.com/where/ecuador,https://www.aljazeera.com/news/2021/4/1/children-dropped-over-us-mexico-border-wall," Smugglers drop children over USMexico border wall US police. US Border Patrol has released video showing two children 3, 5 being physically dropped into the US by smugglers. The CBP said the girls remain in the agencys custody. Chavez said US agents are working with Mexican authorities to identify those responsible. According to CBP, if they were not picked up on camera monitors, they would be exposed to the elements overnight, he said. They are said to be good health. According to Raul Benitez Manaut of the National University of Mexico, the change of government in the US gave immigrants and refugees hope, increasing the number of people who try to cross the border. According to official statistics, the Department of Health and Human Services had 12,918 migrant and refugee children in their care as of Tuesday, while CBP was responsible for the care of another 5,285."
49,Egypt,Al-Ahram ,https://www.aljazeera.com/where/egypt/,https://www.aljazeera.com/news/2021/4/6/sudan-says-ethiopias-moves-on-nile-dam-violate-international-law," Egypt, Sudan and Ethiopia talks over Nile dam fail. The twoday talks in Kinshasa between Sudan, Egypt and Ethiopia over the Renaissance dam ended without a breakthrough. The latest round of talks between Egypt, Ethiopia and Sudan over the Grand Ethiopian Renaissance Dam GERD have ended with no progress made. Egypts foreign ministry said the talks failed after Ethiopia rejected a Sudanese proposal to include international mediators in talks. Sudans foreign minister said Ethiopias unilateral moves over the dam were a clear violation of international law. But Egypt fears the dam will imperil its supplies of Nile water, while Sudan is concerned about the dams safety and water flows through its own dams and water stations. Egypt, Ethiopia and Sudans foreign ministers to meet in Kinshasa on Saturday for 3day talks on the Renaissance Dam. Sudans irrigation minister discusses continuing tensions with Ethiopia over the Renaissance Dams construction."
50,El Salvador,Aljazeera,https://www.aljazeera.com/where/el-salvador,https://www.aljazeera.com/news/2021/4/5/funeral-held-for-salvadoran-woman-killed-in-mexico-police-custody," Funeral held for Salvadoran woman killed in Mexico police custody. Relatives demand justice at funeral for Victoria Esperanza Salazar, who died after being subdued by Mexican police. The police did not act right, he added. The 36yearold victim, who had lived in Mexico for five years, died on March 27 after being subdued by police officers in Tulum, a Caribbean resort. Three other male police officers were standing by. Her death ignited protests in Tulum and in Mexico City, as well as in San Salvador. Salazars body was repatriated from Mexico on Saturday."
51,Equatorial Guinea,Aljazeera,https://www.aljazeera.com/where/equatorial-guinea,https://www.aljazeera.com/news/2021/3/10/hrw-questions-official-death-toll-in-equatorial-guinea-explosion," Rights groups urge independent probe into cause of Bata blasts. Rights groups have called for a transparent and independent investigation into a series of massive explosions in Equatorial Guineas main city of Bata that flattened a military camp and nearby residential areas, killing scores of people and causing widespread destruction. But Human Rights Watch HRW, citing Equatorial Guineafocused human rights group EG Justice, said that based on the number of bodies pulled from the rubble, the actual number of victims is much higher. The images show the military base at Bata had been undergoing construction at its southeast corner before the explosion. That suggests a fire occurred at the site, possibly before the blast. Only military and government aircraft have travelled to the site on the mainland from the island capital, Malabo, since the explosions. Regardless of what caused the blast, Equatorial Guineans deserve to know why the military is storing explosives in the middle of a populated area, HRW researcher Sarah Saadoun said in Wednesdays statement. At least 20 killed and 600 wounded in blasts caused by negligence in the storing of dynamite at a military base. Officials say 615 also wounded in explosions that destroyed buildings at military base and countless homes in Bata. Death toll from explosions at military barracks in Equatorial Guinea rose to 98 on Monday."
52,Eritrea,Aljazeera,https://www.aljazeera.com/where/eritrea,https://www.aljazeera.com/news/2021/4/4/ethiopia-says-eritrean-troops-started-withdrawing-from-tigray," Ethiopia says Eritrean troops withdrawing from Tigray. The US, Germany, France and other G7 countries called for an unconditional withdrawal of Eritrean soldiers on Friday. Eritrean forces have started withdrawing from Ethiopias Tigray region in the north after fighting on the governments side in a war against the regions fugitive leaders from the Tigray Peoples Liberation Front TPLF. Last month, Ethiopian Prime Minister Abiy Ahmed admitted for the first time that troops from Eritrea entered Tigray during the conflict. It is not clear how many Eritrean soldiers have left. Some in Tigray assert that the Eritreans are not leaving at all."
53,Estonia,Euronews,https://www.euronews.com/tag/estonia,https://www.euronews.com//2021/02/16/ms-estonia-acquitted-filmmaker-tells-euronews-about-the-huge-hole-that-was-missed-in-1994-,"    MS Estonia Acquitted filmmaker tells Euronews about the 'huge hole' that was missed in 1994 survey. Good Morning Europe . Filmmakers Henrik Evertsson and Linus Andersson sent a remoteoperated submersible down to 'MS Estonia', the ferry that sank in the Baltic Sea in 1994. 852 people died in what was one of Europes worst peacetime maritime disasters. A Swedish court has acquitted the two documentary filmmakers of desecration, after underwater footage they shot of the wreck of the Estonia ferry raised new questions about the cause of one of Europes worst peacetime maritime disaster. Speaking to Euronews, Evertsson said it all started 'when we found out that a lot of the wreck had not been surveyed back in 1994.' Evertsson went on, 'We found a huge hole in the Estonia, and it is 4 metres high and 1.2 metres wide and this isn't something that was mentioned in the official report from 1994.' Watch the full interview in the player above. ."
54,Eswatini,Aljazeera,https://www.aljazeera.com/where/eswatini,https://www.aljazeera.com/news/2021/2/20/eswatini-king-recovers-from-covid-takes-drugs-sent-by-taiwan," Eswatini king recovers from COVID, thanks Taiwan for sending drug. King Mswati III says Taiwan President Tsai Ingwen sent antiviral medication, which he did not name, to help him recover. The king of eSwatini, formerly known as Swaziland, has said he recovered from COVID19 and thanked Taiwans president for sending antiviral medication to help him. In a speech on Friday, King Mswati III said while the country awaited the arrival of vaccines, there was an antiviral drug, which he did not name, that could be used to treat the illness. I am grateful to the president of the Republic of China on Taiwan for sending through this medication to treat me, he said, using the islands formal name in the speech posted on the eSwatini governments official Twitter account. Taiwan Foreign Ministry spokeswoman Joanne Ou said that upon hearing the king was infected, Taiwan President Tsai Ingwen arranged medical assistance for him."
55,Ethiopia,The Africa Report,https://www.aljazeera.com/where/south-africa/,https://www.aljazeera.com/economy/2021/4/6/firmer-footing-imf-boosts-economic-outlook-warns-of-divergence," Firmer footing IMF boosts economic outlook, warns of divergence. The International Monetary Fund IMF on Tuesday upgraded its global growth projections, forecasting a 6 percent rebound in the world economy in 2021 and 4.4 percent in 2022, while also warning that recoveries are at risk of diverging dangerously. The pandemic is yet to be defeated, and virus cases are accelerating in many countries, IMF Chief Economist Gita Gopinath said at a virtual conference introducing the April 2021 World Economic Outlook. The IMF and World Bank kicked off their annual spring meetings on Tuesday. The global economy contracted by 3.3 percent in 2020 after countries rich, poor, big and small implemented draconian restrictions and lockdowns to halt the spread of the deadly coronavirus. Now, the IMF forecasts a better year for global economic growth mainly driven by a sizable recovery in the United States, where the IMF estimates the economy will grow 6.4 percent this year. The losses in advanced economies are expected to be smaller, at 2.3 percent. The global economy is at risk of a dangerous and permanent divergence, the US Treasury secretary warned G20 officials."
56,Fiji,Aljazeera,https://www.aljazeera.com/where/fiji,https://www.aljazeera.com/news/2021/2/24/crisis-within-a-crisis-violence-against-women-surges-in-fiji," Crisis within a crisis Violence against women surges in Fiji. Activists and nongovernmental organisations report a concerning increase in violence against women and girls since the pandemic began in a country where rates of domestic violence were already among the highest in the world. It the pandemic has definitely increased violence against women compared with 2019 and last year the frequency and intensity has increased, said Shamima Ali, the coordinator of the Fiji Womens Crisis Centre FWCC. The Pacific region, home to just 0.1 percent of the worlds population, has some of the highest rates of violence against women and girls globally. On average, 30 percent of women worldwide experienced some form of physical or sexual violence, mostly by an intimate partner before the pandemic, according to the United Nations. The figure was twice as high in Fiji, where some 64 percent of women said they had been the target of some form of abuse. The UN reports that all types of violence against women and girls intensified worldwide during the pandemic, labelling it the Shadow Pandemic. These preexisting domestic violence triggers have been exacerbated by the pressures inflicted by the pandemics socioeconomic impacts. Nalini Singh, the executive director of the Fiji Womens Rights Movement FWRM, says the rise in violence was not unexpected. Previous crises have tended to disproportionately affect women and girls, she noted."
57,Finland,Helsinkitimes,https://www.helsinkitimes.fi/,https://www.helsinkitimes.fi//world-int/19002-covid-19-hits-those-shackled-by-oppression-hardest-thanks-to-decades-of-inequalities-neglect-and-abuse.html,"COVID19 hits those shackled by oppression hardest thanks to decades of inequalities, neglect and abuse.  Amnesty International Report 202021 The State of the Worlds Human Rights covers 149 countries and delivers a comprehensive analysis of human rights trends globally in 2020. In it, the organization describes those already most marginalized, including women and refugees, as bearing the devastating brunt of the pandemic, as a result of decades of discriminatory policy decisions by world leaders. Health workers, migrant workers, and those in the informal sector many at the frontlines of the pandemic have also been betrayed by neglected health systems and patchy economic and social support. The response to the global pandemic has been further undermined by leaders who have ruthlessly exploited the crisis and weaponized COVID19 to launch fresh attacks on human rights, the organization says. We face a world in disarray. Those on the frontlines of the pandemic health workers, and those in the informal sector suffered as a result of wilfully neglected health systems and pitiful social protection measures. In 2020, under the unique strain of a pandemic, health systems have been put to the ultimate test and people have been left in financial freefall. Virulent strain of leaders weaponize the pandemic to further assault human rights The report also paints a dismal picture of the failures of global leaders whose handling of the pandemic has been marked by opportunism and total contempt for human rights. Instead of supporting and protecting people, they have simply weaponized the pandemic to wreak havoc on peoples rights. said Agns Callamard."
58,France, Libération ,https://www.euronews.com/tag/france,https://www.euronews.com//2021/04/07/eu-banks-on-homegrown-covid-19-vaccines-amid-delays-and-supply-issues,"    EU banks on homegrown COVID19 vaccines amid delays and supply issues .  EU banks on homegrown COVID19 vaccines amid delays and supply issues . France . France will start manufacturing coronavirus vaccines on its territory on Wednesday, the country's ministry of finance said, with the goal to produce 250 million doses by the end of the year. The moves come as the World Health Organization said last week the rollout of vaccines in Europe was unacceptably slow. The safety and supply troubles with AstraZeneca's vaccine have further highlighted how reliant the EU is on research and manufacturing from outside the bloc. In this context, EU officials are banking on homegrown production as the answer to reliable supply in the months and years ahead. According to Breton, there are currently 52 vaccine production sites in the EU. Another challenge in the supply chain is the very low temperature required by messenger RNA vaccines. The adenovirusvector vaccines such as AstraZeneca also come with challenges of their own. Earlier this year, production problems at a plant in Belgium were said to be the main cause of big cuts in AstraZenecas COVID19 vaccine supplies to the EU."
59,Gabon,Aljazeera,https://www.aljazeera.com/where/gabon,https://www.aljazeera.com/news/2021/2/19/two-men-killed-during-covid-protests-in-gabon," Gabon Two killed during protests against COVID restrictions. Curfew violators shot dead amid violent demonstrations in poor neighbourhoods against coronavirus restrictions. Two men have been shot dead in Libreville during curfew violations and protests against coronavirus restrictions, police in Gabon said on Friday. The two were shot late on Thursday as the country was hit by violent demonstrations in poor neighbourhoods against a steppedup curfew and a ban on leaving or entering the capital. Gabon has moved up a curfew and blocked movement in and out of Libreville to curb a surge in coronavirus cases."
60,Gambia,The Point,https://thepoint.gm/,https://thepoint.gm//africa/gambia/headlines/urr-governor-kantora-chief-dragged-to-court,"                    URR governor, Kantora chief dragged to court                .  These three people dont have any power in law to stop my clients from building a school and a mosque. Our source further added The regional governor, the village alkalo and the district chief asked them to stop the construction in order for them to dialogue with the entire villagers with regard to the construction of the mosque and the Madrassa as some section of the village view this development as threat to the peaceful coexistence among the villagers. The association in a letter addressed to the alkalo of Garawol village dated 15th February 2021 and titled Building of a Madrassa Mosque Inclusive and obtained by The Point reads As an association we are happy to associate you with the construction of the above project. The Gambana Association comprises both Gambians in The Gambia and those living in Diaspora. The construction will begin on the 27th February 2021 InshaAllah. AlmamehJabbi, a native of the village but now residing in the Kombo said The construction of the Madrassa and the mosque will create a big division at the village and it also posed a threat to the peaceful coexistence within the villagers. No Muslims will be against the construction of a mosque at a village if it goes according to the right procedures. However, the question is why are they using Gambana There has never been any association in the village that constructed a mosque or Madrassa in Garawol using the name of an association. So why Gambana The reason why the chief and the village alkalo asked us to stop the construction of the said mosque is the fact that they term us as slaves. The construction of the mosque and the Madrassa poses no threat and its not meant to divide the village, Mansa Trawally, Gambana spokesperson said."
61,Georgia,Aljazeera,https://www.aljazeera.com/where/georgia,https://www.aljazeera.com/news/2021/3/31/which-countries-are-using-the-astrazeneca-vaccine,"AstraZeneca vaccine Where does the world stand on suspensions.  Resumed inoculations from March 19. Canada continued to use the vaccine, albeit with limits, having paused offering the shot to people aged under 55 on March 29. Cyprus, which suspended the vaccine on March 15, resumed inoculations on March 19. The countrys medical regulator approved the resumed use of AstraZenecas vaccine on March 19, but said it should only be given to people aged 55 and older. Resumed using the AstraZeneca vaccine from March 29, but will only give it to people aged 65 and over. Resumed use on March 25 after suspending it on March 11 pending investigations into reports that it might be linked to blood clots. Resumed using the vaccine on March 22 but warned against the use of the vaccine in people with a low blood platelet count. Resume rollout of the vaccine for all those aged 18 and over on March 20, after suspending it on March 14. Resumed using the vaccine on March 19, and Italians who decline to be inoculated with it will be given an alternative later on. Also said it would restart administering the shots from March 19."
62,Germany,DW,https://www.euronews.com/tag/germany,https://www.euronews.com//2021/04/06/turkey-sentences-four-accomplices-of-2016-istanbul-suicide-bombing-to-life-in-prison,    Turkey sentences four accomplices of 2016 Istanbul suicide bombing to life in prison.  Turkey sentences four accomplices of 2016 Istanbul suicide bombing to life in prison. Turkey . Four men have been sentenced to life in prison for their role in a 2016 suicide bombing in Istanbul. The Sultanahmet attack was the first of a series of terror incidents in Turkey in 2016. .
63,Ghana,The Africa Report,https://www.theafricareport.com/countries/ghana/,https://www.theafricareport.com/77990/vaccine-policy-is-economic-policy-imf-md-kristalina-georgieva/,"Vaccine policy is economic policy  IMF MD Kristalina Georgieva.  Vaccine policy is economic policy IMF MD Kristalina Georgieva. DON'T MISS Talking Africa New Podcast Nigeria's mass atrocities How did we get here how do we get out By Patrick Smith Posted on Wednesday, 7 April 2021 1919 The International Monetary Fund managing director Kristalina Georgieva says the IMF spent nearly 300bn in resuscitating the global economy when Covid19 struck. A year into Kristalina Georgievas stint as managing director of the International Monetary Fund IMF, the world was pitched into the most devastating health crisis in a century. READ MORE 'This is not your grandfathers IMF', says Africa department director Abebe Selassie There seemed little prospect of a repeat of the joinedup international response to the financial crisis of 2008. Without the consent of its richest shareholders, the IMF can do little. She had to persuade rich countries to help poorer ones and the poorer ones to trust the IMF. Within a year, the IMF has lent 290bn of its 1trn firepower. Give yourself a headstart Get full access to The Africa Report on all your devices."
64,Greece, Kathimerini ,https://www.keeptalkinggreece.com/,https://www.keeptalkinggreece.com/2021/04/07/sofagate-turkey-con-der-leyen/," Three Presidents, two chairs Diplomatic SofaGate in Turkey. April 7, 2021 TurkeyGR 3 Comments 713 Views A diplomatic faux pas that left EU chief Ursula von der Leyen without a chair as male counterparts took their seats at a meeting with Turkish President Recep Tayyip Erdogan has stirred controversy in Brussels. Video from Tuesdays encounter in Ankara showed European Commission president von der Leyen flummoxed as the Turkish leader and European Council president Charles Michel took their seats in front of their flags. Speaking after the meeting with the Turkish leader, von der Leyen stressed that human rights issues are nonnegotiable. I am deeply worried about the fact that Turkey withdrew from the Istanbul Convention von der Leyen said. First they withdraw from the Istanbul Convention and now they leave the President of European Commission without a seat in an official visit. AFP AddThis Advanced Settings above via filter on thecontent AddThis Advanced Settings below via filter on thecontent AddThis Advanced Settings generic via filter on thecontent AddThis Share Buttons above via filter on thecontent AddThis Share Buttons below via filter on thecontent AddThis Share Buttons generic via filter on thecontent Tags Erdogan EU SofaGate Turkey von der Leyen April 6, 2021 April 5, 2021 March 31, 2021 Cyprus and Greece are pleased with the joint statement of the 27 EU leaders on AddThis Advanced Settings above via filter on gettheexcerpt AddThis Advanced Settings below via filter on gettheexcerpt AddThis Advanced Settings generic via filter on gettheexcerpt AddThis Share Buttons above via filter on gettheexcerpt AddThis Share Buttons below via filter on gettheexcerpt AddThis Share Buttons generic via filter on gettheexcerpt Just proves the point that Erdogen is as ignorant as he is impolite no manners at all, a poor leader to a soon to be poor country of budding trouble makers and proves that Muslims want to keep women downtrodden and in their places, oh so historic and old they are in their beliefs and minds, Ancient and old fashioned, behind the times Maybe Erdogan is ignorant, but so is Charles Michel."
65,Greenland,Euronews,https://www.euronews.com/news/europe/greenland,https://www.euronews.com//2021/04/07/greenland-elections-left-wing-opposition-inuit-ataqatigiit-party-wins-snap-vote,"    Greenland elections Leftwing opposition Inuit Ataqatigiit party wins snap vote.  Greenland elections Leftwing opposition Inuit Ataqatigiit party wins snap vote. Greenland . The opposition Inuit Ataqatigiit IA party has won the early parliamentary elections in Greenland. Kielsen was replaced as President of Greenland by Erik Jensen in late 2020. Supporters see the Kvanefjeld mine project as a potential source of jobs and prosperity, strengthening Greenland's economy. While Greenland has its own government and Parliament, the semiautonomous region relies on Denmark for defence, foreign, and monetary policies."
66,Grenada,Aljazeera,https://www.aljazeera.com/where/grenada,https://www.aljazeera.com/podcasts/2020/3/4/diplmats-for-sale-part-1,"Al Jazeera Investigates Diplomats for Sale. Inside the operation that uncovered the international market for ambassadorships  and the powerful passports that come with them. This week and next week, The Take is bringing you the first series of a new podcast  Al Jazeera Investigates. It is a fourpart look at the shocking trade in ambassadorships, and the diplomatic passports that go with them. Unsurprisingly, the market for passports is rife with corruption. Al Jazeeras investigative team dug into the practice, and discovered more than it hadbargained for. Part 1   Apple Podcasts Stitcher  RSS Part 2  Apple Podcasts Stitcher  RSS Part 3  Apple Podcasts Stitcher  RSS Part 4  Apple Podcasts Stitcher  RSS Subscribe Subscribe to Al Jazeera Investigatesand catch the next series later this spring Find it on Apple Podcasts ,   Spotify,    Google Podcasts , Stitcher , or wherever you listen. Connect with us Follow The Take on Twitter, AJTheTake , Facebook and Instagram, ajthetake."
67,Guatemala,Aljazeera,https://www.aljazeera.com/where/guatemala,https://www.aljazeera.com/podcasts/2021/4/2/why-are-so-many-migrant-children-going-to-the-us," Why are so many migrant children going to the US. Theres an influx of children migrating through the southern border with Mexico. But is the US ready to receive them The United States Border Patrol estimates that up to 22,000 children could cross the border with Mexico in April. In this episode Dami S Bonmat national correspondent with TelemundoNBC Universal. Follow and listen to The Take on Apple Podcasts Spotify Google Podcasts Stitcher or wherever you listen. Alex Roldan is The Takes sound designer. Stacey Samuel is The Takes executive producer. Will President Biden close down Guantanamo Bay prison"
68,Guinea,Aljazeera,https://www.aljazeera.com/where/guinea,https://www.aljazeera.com/news/2021/3/5/who-sees-ebola-risk-as-very-high-for-guineas-neighbours," WHO sees Ebola risk as very high for Guineas neighbours. WHO officials said a readiness assessment for Guineas neighbours showed gaps in their preparedness for Ebola outbreak. World Health Organization officials say the risk of an Ebola outbreak spreading to Guineas neighbours is very high and that some of those countries are not prepared for vaccination campaigns. There are six neighbouring countries to Guinea and we conducted an assessment of readiness. Getting the Ebola vaccine to Guinea highlights the inequities of the international vaccine system. With seven cases reported in the West African nation, including three deaths, officials declare new Ebola outbreak."
69,Guinea-Bissau,Aljazeera,https://www.aljazeera.com/where/guinea-bissau,https://www.aljazeera.com/news/2021/3/20/guinea-bissau-plan-to-lift-logging-ban-sparks-fears-for-forests,"GuineaBissaus plan to lift logging ban sparks fears for forests.  For centuries, forests have been central to the life of people throughout GuineaBissau. This led to a period of illegal cutting of timber that saw most of the countrys forests being targeted but sacred forests remaining largely untouched. However, a government proposal in October last year to lift the logging ban sparked concern among environmental activists, who fear this may enable a return to the timber felling that stripped the countrys forests between 2012 and 2015. The idea is to stop the cutting, so we can have an understanding of the conditions of the forest. Nelvina Barreto, a senior consultant at the United Nations Food and Agriculture Organization and the former minister of agriculture and forests, says the intention to lift the moratorium relates to a few species of trees such as rosewood Pterocarpus erinaceus, referred to as bloodwood in GuineaBissau which takes an average of 3540 years to reach its phase of maturity. Rosewood happens to be the most sought after in the international market, particularly by Chinese operators, says Barreto. However, trafficking to China the main buyer of timber from GuineaBissau has persisted over the last five years. Marina Temudo, a senior researcher at the School of Agriculture of the University of Lisbon working in GuineaBissau, notes that lifting the moratorium could further enable illegal logging of valuable timber species due to a lack of resources to oversee the new restrictions, making wood scarce for local populations who rely on it, predominantly as a domestic source of energy. At the end of the day, this belongs to the populations, says Temudo. There are already various areas of forest protected by locals who create their own reserves, but not all of these are delineated."
70,Guyana,Stabroeknews,https://www.stabroeknews.com/news/guyana/,https://www.stabroeknews.com/2021/04/07/news/guyana/police-questioning-manslaughter-convict-over-fagundes-murder/, 
71,Haiti,Aljazeera,https://www.aljazeera.com/where/haiti,https://www.aljazeera.com/news/2021/3/23/belize-national-team-held-by-gunmen-in-haiti," Belize national football team briefly held by gunmen in Haiti. The team visiting for a World Cup 2022 qualifier have now safely reached their hotel, the countrys football federation said. Belizes national football team, which is currently visiting Haiti for a World Cup 2022 qualifier, was briefly held up by armed gang in the capital PortAuPrince on Monday, the countrys football federation says. The central American countrys team, known as the Jaguars, were headed to their hotel from the airport when they were stopped by the armed gang, the Football Federation of Belize FFB said on Facebook."
72,Honduras,Aljazeera,https://www.aljazeera.com/where/honduras,https://www.aljazeera.com/podcasts/2021/4/2/why-are-so-many-migrant-children-going-to-the-us," Why are so many migrant children going to the US. Theres an influx of children migrating through the southern border with Mexico. But is the US ready to receive them The United States Border Patrol estimates that up to 22,000 children could cross the border with Mexico in April. In this episode Dami S Bonmat national correspondent with TelemundoNBC Universal. Follow and listen to The Take on Apple Podcasts Spotify Google Podcasts Stitcher or wherever you listen. Alex Roldan is The Takes sound designer. Stacey Samuel is The Takes executive producer. Will President Biden close down Guantanamo Bay prison"
73,Hungary,Euronews,https://www.euronews.com/tag/hungary,https://www.euronews.com//2021/04/06/hungary-to-ease-lockdown-despite-covid-19-surge,"    Hungary to ease lockdown despite COVID19 surge.  Hungary to ease lockdown despite COVID19 surge. Hungary . Hungary will start easing lockdown restrictions on Wednesday after inoculating more than a quarter of its population with at least one dose of coronavirus vaccine, Prime Minister Viktor Orban said Tuesday. 'Today, we reached an important milestone,'' Orban said. 'Hungary can be and will be the European country where everyone gets a vaccine the fastest,'' Orban said. Learn more about Learn more about"
74,Iceland,Euronews,https://www.euronews.com/tag/iceland,https://www.euronews.com//2021/04/06/iceland-volcano-hikers-evacuated-as-lava-spews-from-new-fissures,"    Iceland volcano Hikers evacuated as lava spews from new fissures.  Iceland volcano Hikers evacuated as lava spews from new fissures. Iceland . Live footage from the area showed small spouts of lava coming from the new fissure. It was the areas first volcanic eruption in nearly 800 years. Around 30,000 people have visited the area since the eruption began, according to the Icelandic Tourist Board."
75,India,BBC,https://www.euronews.com/tag/india,https://www.euronews.com//2021/03/31/informal-waste-workers-in-india-crying-out-for-vaccine-access,". Every day, thousands of these informal workers climb the precarious slopes to pick through what can be salvaged. They are among the estimated 20 million people around the world  in rich nations and poor  who are pivotal in keeping cities clean, alongside paid sanitation employees. But unlike those municipal workers, they usually are not eligible for the coronavirus vaccine and are finding it hard to get the shots."
76,Indonesia,BBC,https://www.reuters.com/places/indonesia,https://www.reuters.com//article/us-myanmar-politics-indonesia-britain/indonesia-says-uk-backs-asean-push-for-myanmar-crisis-resolution-idUSKBN2BU08G,"Indonesia says UK backs ASEAN push for Myanmar crisis resolution.  We discussed... how the international community, including the UK could support the ASEAN effort to help Myanmar in resolving this situation, Foreign Minister Retno Marsudi said in a news briefing after talks with Foreign Secretary Dominic Raab. Myanmars former colonial ruler Britain has been among the most vocal critics of the militarys overthrow of Aung San Suu Kyis government. It is among several Western countries that have imposed or tightened sanctions on the Myanmar generals and the militarys network of business monopolies in response to the coup."
77,Iran,Reuters,https://www.reuters.com/places/iran,https://www.reuters.com//article/us-iran-ship/iran-says-its-ship-saviz-was-attacked-in-red-sea-idUSKBN2BU0YE," Iran says its ship Saviz was attacked in Red Sea. Israeli officials declined to comment on Tuesdays reported attack on the Iranian ship. When asked by reporters on Wednesday for comment on the attack, Israeli Defence Minister Benny Gantz declined. Iran has refused to recognise Israel since its Islamic Revolution in 1979 that toppled the U.S.backed Shah. Israel sees Irans nuclear programme as a threat to its existence."
78,Iraq,Reuters,https://www.reuters.com/places/iraq,https://www.reuters.com//article/us-3m-earplugs-trial/we-trusted-that-our-equipment-would-work-says-army-vet-as-u-s-trial-over-3m-earplugs-begins-idUSKBN2BL157," 'We trusted that our equipment would work,' says Army vet, as U.S. trial over 3M earplugs begins. Henderson blames the hearing damage on an earplug that the military bought by the millions from 3M Co and he is one of more than 200,000 veterans and service members suing the company, claiming it covered up known design defects from the Department of Defense. We had no choice but to use the 3M earplugs, said Henderson, 36, who earned a Bronze Star Medal while in the Army from 2007 to 2013. On Monday, jury selection begins in a bellwether trial against 3M in Pensacola, Florida. The Department of Defense, which is not named as a party, said it does not comment on pending litigation. 3M has said designers informed the government of the need to fold the plugs, and that it was up to the Department of Defense to convey that information to soldiers. Henderson said he hopes that the jury will conclude that 3M failed to protect soldiers, who put their lives on their line for their country."
79,Ireland,Euronews,https://www.euronews.com/tag/ireland,https://www.euronews.com//2021/03/19/europe-s-week-astrazeneca-vaccine-doubts-and-rutte-s-decisive-victory,"    Europe's week AstraZeneca vaccine doubts and Rutte's decisive victory.  Europe's week AstraZeneca vaccine doubts and Rutte's decisive victory. state of the union . European Commission President Ursula von der Leyen made it clear that things would only get worse without vaccinations. The EMA and the World Health Organization both said vaccination campaigns must continue and that the benefits of the vaccinations far outweigh potential risks. But the Commission believes that despite the temporary pause of AstraZeneca jabs, the overall vaccination objectives remain unchanged, as other vaccine makers have announced they would step up their deliveries. Brussels also laid out its plans for a vaccination certificate, officially known as a Digital Green Certificate, that will facilitate travel within the EU and hopefully save the summer holiday season. Brussels also launched legal action against the UK after the British government decided to delay the implementation of checks on certain goods crossing the Irish Sea, coming just three months after the deal was signed. A spokesperson for British Prime Minister Boris Johnson said that the move to delay bringing in border check between the UK and Northern Ireland for food, parcels and pets is part of the process of implementing a legal treaty and not something that should warrant legal action."
80,Israel, Haaretz (in English),https://www.haaretz.com/,https://www.haaretz.com//israel-news/.premium-israel-closes-case-against-shin-bet-agents-for-invasive-search-of-palestinian-woman-1.9690789," Israel Closes Case Against Shin Bet Officers for Invasive Cavity Search of Palestinian Woman . The prosecution is expected to close the cases against an additional three soldiers, who were suspected of being involved in the 2015 affair Israel closed the case Wednesday against three Shin Bet agents who allegedly instructed two female soldiers to conduct an invasive cavity search of a Palestinian woman during an in 2015. The prosecution is expected to close the cases against an additional three soldiers, who were suspected of being involved in the affair. At least two Shin Bet members accompanied the group to the womans home and arrested her. After her arrest, one of the men from the Shin Bet allegedly ordered two female soldiers in the group to search her private parts. Associates of the Palestinian woman said she told them that the search was from the front and from the back, in other words, both vaginal and anal probes. Both female soldiers conducted a search separately, so that each of her organs was probed twice. Nothing was found in the searches. The woman filed a complaint with the Justice Ministry unit, but very little was done about it. While her complaint was under investigation, the woman was released from prison."
81,Italy,Reuters,https://www.reuters.com/places/italy,https://www.reuters.com//article/us-italy-berlusconi/former-italian-pm-berlusconi-in-hospital-since-tuesday-sources-idUSKBN2BU15E," Former Italian PM Berlusconi in hospital since Tuesday sources. This is the second time in just a few weeks that Berlusconi finds himself in hospital, after another routine checkup at the end of March. Berlusconi, who underwent major heart surgery in 2016 and has also survived prostate cancer, was admitted to hospital in January this year as well because of heart problems. The decision of the Sienabased judge was due in January but postponed due to Berlusconis hospitalisation."
82,Jamaica, The Gleaner ,http://jamaica-gleaner.com/,http://jamaica-gleaner.com//article/news/20210407/nine-additional-covid-19-fatalities-72-new-cases,"Nine additional COVID19 fatalities, 72 new cases .  Those who died are A 47yearold man from Kingston and St Andrew. A 62yearold man from St Mary. A 56yearold male from St James. A 73yearold male from St James. An 84yearold female from Kingston and St Andrew. Kingston and St Andrew dominate the new cases with 36 being recorded, followed by St Catherine with 11 and then St James with six."
83,Japan, Mainichi Shimbun (Japanese) Mainichi Shimbun (in English) ,https://mainichi.jp/english/,, 
